PatientID	Caller	Chromosome	SV	Count
PAVLDU-09A-01D	pbsv.INV	chr20	INV	1
PAVLDU-09A-01D	sniffles.INV	chr20	INV	1
PAVLDU-09A-01D	sniffles.INS	chr21	INS	303
PAVLDU-09A-01D	pbsv.INS	chr21	INS	126
PAVLDU-09A-01D	longreadsv.INS	chr21	INS	239
PAVLDU-09A-01D	pbsv.DEL	chr21	DEL	147
PAVLDU-09A-01D	longreadsv.DEL	chr21	DEL	172
PAVLDU-09A-01D	sniffles.DEL	chr21	DEL	228
PAVLDU-09A-01D	pbsv.BND	chr21	BND	1
PAVLDU-09A-01D	pbsv.INV	chr21	INV	2
PAVLDU-09A-01D	sniffles.INV	chr21	INV	2
PAVLDU-09A-01D	pbsv.INS	chr22	INS	99
PAVLDU-09A-01D	sniffles.INS	chr22	INS	268
PAVLDU-09A-01D	longreadsv.INS	chr22	INS	213
PAVLDU-09A-01D	sniffles.DEL	chr22	DEL	199
PAVLDU-09A-01D	pbsv.DEL	chr22	DEL	129
PAVLDU-09A-01D	longreadsv.DEL	chr22	DEL	162
PAVLDU-09A-01D	pbsv.INS	chrX	INS	167
PAVLDU-09A-01D	longreadsv.INS	chrX	INS	376
PAVLDU-09A-01D	sniffles.INS	chrX	INS	452
PAVLDU-09A-01D	pbsv.DEL	chrX	DEL	216
PAVLDU-09A-01D	sniffles.DEL	chrX	DEL	365
PAVLDU-09A-01D	longreadsv.DEL	chrX	DEL	278
PAVLDU-09A-01D	sniffles.DUP	chrX	DUP	2
PAVLDU-09A-01D	pbsv.DUP	chrX	DUP	2
PAVLDU-09A-01D	pbsv.INV	chrX	INV	1
PAVLDU-09A-01D	sniffles.INV	chrX	INV	3
PAVLDU-09A-01D	sniffles.INS	chrY	INS	29
PAVLDU-09A-01D	pbsv.INS	chrY	INS	22
PAVLDU-09A-01D	longreadsv.INS	chrY	INS	9
PAVLDU-09A-01D	pbsv.DEL	chrY	DEL	19
PAVLDU-09A-01D	sniffles.DEL	chrY	DEL	31
PAVLDU-09A-01D	longreadsv.DEL	chrY	DEL	14
PAVLDU-09A-01D	sniffles.DUP	chrM	DUP	1
PAUNVJ-09A-01D	pbsv.INS	chr1	INS	445
PAUNVJ-09A-01D	sniffles.INS	chr1	INS	830
PAUNVJ-09A-01D	longreadsv.INS	chr1	INS	776
PAUNVJ-09A-01D	longreadsv.DEL	chr1	DEL	563
PAUNVJ-09A-01D	pbsv.DEL	chr1	DEL	465
PAUNVJ-09A-01D	sniffles.DEL	chr1	DEL	634
PAUNVJ-09A-01D	pbsv.DUP	chr1	DUP	2
PAUNVJ-09A-01D	sniffles.DUP	chr1	DUP	1
PAUNVJ-09A-01D	pbsv.INV	chr1	INV	5
PAUNVJ-09A-01D	sniffles.INV	chr1	INV	3
PAUNVJ-09A-01D	pbsv.INS	chr2	INS	361
PAUNVJ-09A-01D	sniffles.INS	chr2	INS	745
PAUNVJ-09A-01D	longreadsv.INS	chr2	INS	779
PAUNVJ-09A-01D	pbsv.DEL	chr2	DEL	497
PAUNVJ-09A-01D	sniffles.DEL	chr2	DEL	716
PAUNVJ-09A-01D	longreadsv.DEL	chr2	DEL	673
PAUNVJ-09A-01D	pbsv.DUP	chr2	DUP	1
PAUNVJ-09A-01D	sniffles.DUP	chr2	DUP	1
PAUNVJ-09A-01D	pbsv.INV	chr2	INV	3
PAUNVJ-09A-01D	sniffles.INV	chr2	INV	2
PAUNVJ-09A-01D	pbsv.INS	chr3	INS	316
PAUNVJ-09A-01D	longreadsv.INS	chr3	INS	585
PAUNVJ-09A-01D	sniffles.INS	chr3	INS	596
PAUNVJ-09A-01D	longreadsv.DEL	chr3	DEL	443
PAUNVJ-09A-01D	pbsv.DEL	chr3	DEL	386
PAUNVJ-09A-01D	sniffles.DEL	chr3	DEL	508
PAUNVJ-09A-01D	pbsv.DUP	chr3	DUP	1
PAUNVJ-09A-01D	sniffles.DUP	chr3	DUP	1
PAUNVJ-09A-01D	sniffles.INV	chr3	INV	2
PAUNVJ-09A-01D	pbsv.INV	chr3	INV	1
PAUNVJ-09A-01D	pbsv.INS	chr4	INS	341
PAUNVJ-09A-01D	sniffles.INS	chr4	INS	603
PAUNVJ-09A-01D	longreadsv.INS	chr4	INS	598
PAUNVJ-09A-01D	longreadsv.DEL	chr4	DEL	580
PAUNVJ-09A-01D	pbsv.DEL	chr4	DEL	483
PAUNVJ-09A-01D	sniffles.DEL	chr4	DEL	633
PAUNVJ-09A-01D	sniffles.DUP	chr4	DUP	2
PAUNVJ-09A-01D	pbsv.DUP	chr4	DUP	2
PAUNVJ-09A-01D	sniffles.INS	chr5	INS	533
PAUNVJ-09A-01D	longreadsv.INS	chr5	INS	571
PAUNVJ-09A-01D	pbsv.INS	chr5	INS	276
PAUNVJ-09A-01D	longreadsv.DEL	chr5	DEL	512
PAUNVJ-09A-01D	pbsv.DEL	chr5	DEL	424
PAUNVJ-09A-01D	sniffles.DEL	chr5	DEL	565
PAUNVJ-09A-01D	pbsv.DUP	chr5	DUP	3
PAUNVJ-09A-01D	sniffles.DUP	chr5	DUP	1
PAUNVJ-09A-01D	sniffles.BND	chr5	BND	2
PAUNVJ-09A-01D	sniffles.INV	chr5	INV	2
PAUNVJ-09A-01D	pbsv.INS	chr6	INS	283
PAUNVJ-09A-01D	sniffles.INS	chr6	INS	614
PAUNVJ-09A-01D	longreadsv.INS	chr6	INS	625
PAUNVJ-09A-01D	pbsv.DEL	chr6	DEL	343
PAUNVJ-09A-01D	longreadsv.DEL	chr6	DEL	483
PAUNVJ-09A-01D	sniffles.DEL	chr6	DEL	499
PAUNVJ-09A-01D	pbsv.DUP	chr6	DUP	1
PAUNVJ-09A-01D	sniffles.DUP	chr6	DUP	1
PAUNVJ-09A-01D	pbsv.INV	chr6	INV	4
PAUNVJ-09A-01D	sniffles.INV	chr6	INV	4
PAUNVJ-09A-01D	sniffles.INS	chr7	INS	661
PAUNVJ-09A-01D	longreadsv.INS	chr7	INS	678
PAUNVJ-09A-01D	pbsv.INS	chr7	INS	325
PAUNVJ-09A-01D	pbsv.DEL	chr7	DEL	406
PAUNVJ-09A-01D	longreadsv.DEL	chr7	DEL	515
PAUNVJ-09A-01D	sniffles.DEL	chr7	DEL	580
PAUNVJ-09A-01D	pbsv.DUP	chr7	DUP	1
PAUNVJ-09A-01D	pbsv.INV	chr7	INV	2
PAUNVJ-09A-01D	sniffles.INV	chr7	INV	1
PAUNVJ-09A-01D	pbsv.INS	chr8	INS	213
PAUNVJ-09A-01D	longreadsv.INS	chr8	INS	436
PAUNVJ-09A-01D	sniffles.INS	chr8	INS	443
PAUNVJ-09A-01D	pbsv.DEL	chr8	DEL	286
PAUNVJ-09A-01D	sniffles.DEL	chr8	DEL	388
PAUNVJ-09A-01D	longreadsv.DEL	chr8	DEL	373
PAUNVJ-09A-01D	pbsv.INV	chr8	INV	3
PAUNVJ-09A-01D	sniffles.INV	chr8	INV	3
PAUNVJ-09A-01D	sniffles.INS	chr9	INS	507
PAUNVJ-09A-01D	pbsv.INS	chr9	INS	280
PAUNVJ-09A-01D	longreadsv.INS	chr9	INS	479
PAUNVJ-09A-01D	pbsv.DEL	chr9	DEL	300
PAUNVJ-09A-01D	sniffles.DEL	chr9	DEL	369
PAUNVJ-09A-01D	longreadsv.DEL	chr9	DEL	360
PAUNVJ-09A-01D	pbsv.DUP	chr9	DUP	1
PAUNVJ-09A-01D	sniffles.DUP	chr9	DUP	1
PAUNVJ-09A-01D	sniffles.BND	chr9	BND	1
PAUNVJ-09A-01D	sniffles.INV	chr9	INV	1
PAUNVJ-09A-01D	pbsv.INV	chr9	INV	1
PAUNVJ-09A-01D	pbsv.INS	chr10	INS	304
PAUNVJ-09A-01D	longreadsv.INS	chr10	INS	601
PAUNVJ-09A-01D	sniffles.INS	chr10	INS	561
PAUNVJ-09A-01D	pbsv.DEL	chr10	DEL	374
PAUNVJ-09A-01D	longreadsv.DEL	chr10	DEL	393
PAUNVJ-09A-01D	sniffles.DEL	chr10	DEL	479
PAUNVJ-09A-01D	pbsv.DUP	chr10	DUP	1
PAUNVJ-09A-01D	sniffles.DUP	chr10	DUP	1
PAUNVJ-09A-01D	pbsv.INV	chr10	INV	3
PAUNVJ-09A-01D	sniffles.INV	chr10	INV	1
PAUNVJ-09A-01D	sniffles.INS	chr11	INS	498
PAUNVJ-09A-01D	longreadsv.INS	chr11	INS	490
PAUNVJ-09A-01D	pbsv.INS	chr11	INS	247
PAUNVJ-09A-01D	pbsv.DEL	chr11	DEL	297
PAUNVJ-09A-01D	sniffles.DEL	chr11	DEL	380
PAUNVJ-09A-01D	longreadsv.DEL	chr11	DEL	324
PAUNVJ-09A-01D	pbsv.INV	chr11	INV	3
PAUNVJ-09A-01D	sniffles.INV	chr11	INV	3
PAUNVJ-09A-01D	pbsv.INS	chr12	INS	238
PAUNVJ-09A-01D	sniffles.INS	chr12	INS	482
PAUNVJ-09A-01D	longreadsv.INS	chr12	INS	500
PAUNVJ-09A-01D	sniffles.DEL	chr12	DEL	403
PAUNVJ-09A-01D	pbsv.DEL	chr12	DEL	309
PAUNVJ-09A-01D	longreadsv.DEL	chr12	DEL	418
PAUNVJ-09A-01D	pbsv.INV	chr12	INV	4
PAUNVJ-09A-01D	sniffles.INV	chr12	INV	2
PAUNVJ-09A-01D	pbsv.INS	chr13	INS	203
PAUNVJ-09A-01D	sniffles.INS	chr13	INS	410
PAUNVJ-09A-01D	longreadsv.INS	chr13	INS	415
PAUNVJ-09A-01D	sniffles.DEL	chr13	DEL	360
PAUNVJ-09A-01D	pbsv.DEL	chr13	DEL	257
PAUNVJ-09A-01D	longreadsv.DEL	chr13	DEL	306
PAUNVJ-09A-01D	pbsv.INS	chr14	INS	155
PAUNVJ-09A-01D	longreadsv.INS	chr14	INS	288
PAUNVJ-09A-01D	sniffles.INS	chr14	INS	276
PAUNVJ-09A-01D	pbsv.DEL	chr14	DEL	163
PAUNVJ-09A-01D	sniffles.DEL	chr14	DEL	215
PAUNVJ-09A-01D	longreadsv.DEL	chr14	DEL	198
PAUNVJ-09A-01D	longreadsv.INS	chr15	INS	274
PAUNVJ-09A-01D	pbsv.INS	chr15	INS	178
PAUNVJ-09A-01D	sniffles.INS	chr15	INS	286
PAUNVJ-09A-01D	pbsv.DEL	chr15	DEL	195
PAUNVJ-09A-01D	sniffles.DEL	chr15	DEL	245
PAUNVJ-09A-01D	longreadsv.DEL	chr15	DEL	220
PAUNVJ-09A-01D	sniffles.INS	chr16	INS	374
PAUNVJ-09A-01D	pbsv.INS	chr16	INS	204
PAUNVJ-09A-01D	longreadsv.INS	chr16	INS	368
PAUNVJ-09A-01D	sniffles.DEL	chr16	DEL	303
PAUNVJ-09A-01D	pbsv.DEL	chr16	DEL	258
PAUNVJ-09A-01D	longreadsv.DEL	chr16	DEL	281
PAUNVJ-09A-01D	pbsv.DUP	chr16	DUP	2
PAUNVJ-09A-01D	sniffles.DUP	chr16	DUP	1
PAUNVJ-09A-01D	pbsv.INV	chr16	INV	3
PAUNVJ-09A-01D	sniffles.INV	chr16	INV	3
PAUNVJ-09A-01D	pbsv.INS	chr17	INS	200
PAUNVJ-09A-01D	sniffles.INS	chr17	INS	367
PAUNVJ-09A-01D	longreadsv.INS	chr17	INS	345
PAUNVJ-09A-01D	sniffles.DEL	chr17	DEL	323
PAUNVJ-09A-01D	pbsv.DEL	chr17	DEL	248
PAUNVJ-09A-01D	longreadsv.DEL	chr17	DEL	321
PAUNVJ-09A-01D	sniffles.BND	chr17	BND	1
PAUNVJ-09A-01D	pbsv.INS	chr18	INS	143
PAUNVJ-09A-01D	sniffles.INS	chr18	INS	314
PAUNVJ-09A-01D	longreadsv.INS	chr18	INS	302
PAUNVJ-09A-01D	sniffles.DEL	chr18	DEL	298
PAUNVJ-09A-01D	pbsv.DEL	chr18	DEL	222
PAUNVJ-09A-01D	longreadsv.DEL	chr18	DEL	258
PAUNVJ-09A-01D	pbsv.INV	chr18	INV	1
PAUNVJ-09A-01D	sniffles.INV	chr18	INV	1
PAUNVJ-09A-01D	pbsv.INS	chr19	INS	165
PAUNVJ-09A-01D	sniffles.INS	chr19	INS	340
PAUNVJ-09A-01D	longreadsv.INS	chr19	INS	347
PAUNVJ-09A-01D	pbsv.DEL	chr19	DEL	238
PAUNVJ-09A-01D	sniffles.DEL	chr19	DEL	327
PAUNVJ-09A-01D	longreadsv.DEL	chr19	DEL	272
PAUNVJ-09A-01D	pbsv.DUP	chr19	DUP	1
PAUNVJ-09A-01D	sniffles.DUP	chr19	DUP	1
PAUNVJ-09A-01D	longreadsv.INS	chr20	INS	332
PAUNVJ-09A-01D	pbsv.INS	chr20	INS	201
PAUNVJ-09A-01D	sniffles.INS	chr20	INS	373
PAUNVJ-09A-01D	pbsv.DEL	chr20	DEL	236
PAUNVJ-09A-01D	longreadsv.DEL	chr20	DEL	225
PAUNVJ-09A-01D	sniffles.DEL	chr20	DEL	265
PAUNVJ-09A-01D	pbsv.DUP	chr20	DUP	3
PAUNVJ-09A-01D	sniffles.BND	chr20	BND	1
PAUNVJ-09A-01D	sniffles.INS	chr21	INS	277
PAUNVJ-09A-01D	pbsv.INS	chr21	INS	153
PAUNVJ-09A-01D	longreadsv.INS	chr21	INS	284
PAUNVJ-09A-01D	sniffles.DEL	chr21	DEL	202
PAUNVJ-09A-01D	pbsv.DEL	chr21	DEL	173
PAUNVJ-09A-01D	longreadsv.DEL	chr21	DEL	197
PAUNVJ-09A-01D	sniffles.INS	chr22	INS	259
PAUNVJ-09A-01D	pbsv.INS	chr22	INS	141
PAUNVJ-09A-01D	longreadsv.INS	chr22	INS	250
PAUNVJ-09A-01D	pbsv.DEL	chr22	DEL	198
PAUNVJ-09A-01D	longreadsv.DEL	chr22	DEL	226
PAUNVJ-09A-01D	sniffles.DEL	chr22	DEL	222
PAUNVJ-09A-01D	longreadsv.INS	chrX	INS	416
PAUNVJ-09A-01D	pbsv.INS	chrX	INS	218
PAUNVJ-09A-01D	sniffles.INS	chrX	INS	422
PAUNVJ-09A-01D	pbsv.DEL	chrX	DEL	230
PAUNVJ-09A-01D	longreadsv.DEL	chrX	DEL	303
PAUNVJ-09A-01D	sniffles.DEL	chrX	DEL	324
PAUNVJ-09A-01D	sniffles.DUP	chrX	DUP	1
PAUNVJ-09A-01D	pbsv.DUP	chrX	DUP	1
PAUNVJ-09A-01D	sniffles.INV	chrX	INV	3
PAUNVJ-09A-01D	pbsv.INV	chrX	INV	2
PAUNVJ-09A-01D	pbsv.INS	chrY	INS	21
PAUNVJ-09A-01D	sniffles.INS	chrY	INS	24
PAUNVJ-09A-01D	longreadsv.INS	chrY	INS	9
PAUNVJ-09A-01D	pbsv.DEL	chrY	DEL	23
PAUNVJ-09A-01D	sniffles.DEL	chrY	DEL	20
PAUNVJ-09A-01D	longreadsv.DEL	chrY	DEL	9
PAUNVJ-09A-01D	sniffles.DUP	chrM	DUP	1
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr1	INS	495
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr1	INS	799
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr1	INS	820
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr1	DEL	580
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr1	DEL	482
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr1	DEL	544
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr1	INV	3
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr1	INV	2
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr2	INS	428
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr2	INS	747
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr2	INS	754
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr2	DEL	611
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr2	DEL	713
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr2	DEL	709
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr2	DUP	2
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr2	DUP	2
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr2	INV	3
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr2	INV	2
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr3	INS	328
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr3	INS	592
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr3	INS	565
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr3	DEL	381
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr3	DEL	464
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr3	DEL	464
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr3	INV	1
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr3	INV	4
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr4	INS	341
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr4	INS	564
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr4	INS	565
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr4	DEL	478
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr4	DEL	575
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr4	DEL	580
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr4	DUP	1
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr4	DUP	1
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr5	INS	521
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr5	INS	304
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr5	INS	538
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr5	DEL	428
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr5	DEL	497
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr5	DEL	492
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr5	DUP	3
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr5	DUP	1
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr5	INV	2
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr5	INV	2
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr6	INS	605
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr6	INS	370
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr6	INS	626
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr6	DEL	385
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr6	DEL	453
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr6	DEL	489
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr6	DUP	2
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr6	DUP	2
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr6	INV	2
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr6	INV	2
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr7	INS	690
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr7	INS	670
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr7	INS	384
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr7	DEL	481
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr7	DEL	576
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr7	DEL	558
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr7	INV	1
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr7	INV	1
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr8	INS	257
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr8	INS	465
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr8	INS	435
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr8	DEL	330
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr8	DEL	373
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr8	DEL	390
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr8	DUP	1
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr8	DUP	2
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr8	INV	2
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr8	INV	2
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr9	INS	445
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr9	INS	302
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr9	INS	458
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr9	DEL	284
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr9	DEL	328
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr9	DEL	314
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr9	INV	1
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr9	INV	1
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr10	INS	349
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr10	INS	594
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr10	INS	629
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr10	DEL	442
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr10	DEL	505
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr10	DEL	438
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr10	DUP	2
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr10	INV	3
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr10	INV	3
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr11	INS	301
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr11	INS	496
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr11	INS	520
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr11	DEL	323
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr11	DEL	378
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr11	DEL	371
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr11	DUP	1
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr11	DUP	1
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr12	INS	519
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr12	INS	287
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr12	INS	478
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr12	DEL	349
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr12	DEL	421
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr12	DEL	454
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr12	INV	1
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr12	INV	1
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr13	INS	259
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr13	INS	441
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr13	INS	423
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr13	DEL	238
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr13	DEL	300
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr13	DEL	277
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr14	INS	151
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr14	INS	272
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr14	INS	273
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr14	DEL	197
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr14	DEL	230
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr14	DEL	202
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr14	DUP	1
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr14	DUP	1
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr15	INS	186
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr15	INS	275
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr15	INS	258
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr15	DEL	213
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr15	DEL	226
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr15	DEL	244
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr16	INS	210
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr16	INS	353
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr16	INS	372
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr16	DEL	276
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr16	DEL	284
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr16	DEL	302
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr16	DUP	2
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr16	DUP	1
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr16	INV	1
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr16	INV	1
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr17	INS	387
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr17	INS	355
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr17	INS	192
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr17	DEL	288
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr17	DEL	283
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr17	DEL	312
TARGET-20-PAUVMN-03A-01D	sniffles.BND	chr17	BND	1
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr17	INV	1
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr17	INV	2
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr18	INS	295
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr18	INS	171
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr18	INS	295
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr18	DEL	210
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr18	DEL	255
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr18	DEL	261
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr18	INV	1
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr18	INV	1
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr19	INS	157
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr19	INS	296
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr19	INS	329
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr19	DEL	198
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr19	DEL	264
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr19	DEL	245
TARGET-20-PAUVMN-03A-01D	longreadsv.INS	chr20	INS	336
TARGET-20-PAUVMN-03A-01D	sniffles.INS	chr20	INS	359
TARGET-20-PAUVMN-03A-01D	pbsv.INS	chr20	INS	248
TARGET-20-PAUVMN-03A-01D	sniffles.DEL	chr20	DEL	262
TARGET-20-PAUVMN-03A-01D	pbsv.DEL	chr20	DEL	243
TARGET-20-PAUVMN-03A-01D	longreadsv.DEL	chr20	DEL	252
TARGET-20-PAUVMN-03A-01D	pbsv.DUP	chr20	DUP	2
TARGET-20-PAUVMN-03A-01D	sniffles.DUP	chr20	DUP	1
TARGET-20-PAUVMN-03A-01D	pbsv.BND	chr20	BND	1
TARGET-20-PAUVMN-03A-01D	pbsv.INV	chr20	INV	1
TARGET-20-PAUVMN-03A-01D	sniffles.INV	chr20	INV	1
